,bulk-fO2_-0.8,bulk-fO2_-1.1,bulk-fO2_-2.25,bulk-fO2_-2.45,bulk-fO2_-3.5,bulk-fO2_0,bulk-fO2_0.5,bulk-fO2_1.0,bulk-fO2_2.0,bulk-fO2_3.5,core-fO2_-0.8,core-fO2_-1.1,core-fO2_-2.25,core-fO2_-2.45,core-fO2_-3.5,core-fO2_0,core-fO2_0.5,core-fO2_1.0,core-fO2_2.0,core-fO2_3.5,mantle-fO2_-0.8,mantle-fO2_-1.1,mantle-fO2_-2.25,mantle-fO2_-2.45,mantle-fO2_-3.5,mantle-fO2_0,mantle-fO2_0.5,mantle-fO2_1.0,mantle-fO2_2.0,mantle-fO2_3.5,time
0,-1490.057643917253,-1637.9792256684289,-1771.147870865517,-1773.9248728197153,-1777.562928586881,-651.5272392566551,-217.97462825549175,-46.6819793398554,17.002566495538662,21.606031977243756,-9862.678385705569,-9865.07735070341,-9867.23667928778,-9867.281704566027,-9867.340690416966,-9849.07090597341,-9842.029714042505,-9839.246745611574,-9838.21191815127,-9838.13711196861,21.685768145447426,21.685768145454087,21.685768145436324,21.68576814546075,21.68576814546297,21.685768145653928,21.685768177395204,21.685768145540685,21.685768146051387,21.68576816397927,100000000
1,-1490.057643917253,-1637.9792256684289,-1771.147870865517,-1773.9248728197153,-1777.562928586881,-651.5272392566551,-217.97462825549175,-46.6819793398554,17.002566495538662,21.606031977243756,-9862.678385705569,-9865.07735070341,-9867.23667928778,-9867.281704566027,-9867.340690416966,-9849.07090597341,-9842.029714042505,-9839.246745611574,-9838.21191815127,-9838.13711196861,21.685768145447426,21.685768145454087,21.685768145436324,21.68576814546075,21.68576814546297,21.685768145653928,21.685768177395204,21.685768145540685,21.685768146051387,21.68576816397927,100000000
2,-1490.057643917253,-1637.9792256684289,-1771.147870865517,-1773.9248728197153,-1777.562928586881,-651.5272392566551,-217.97462825549175,-46.6819793398554,17.002566495538662,21.606031977243756,-9862.678385705569,-9865.07735070341,-9867.23667928778,-9867.281704566027,-9867.340690416966,-9849.07090597341,-9842.029714042505,-9839.246745611574,-9838.21191815127,-9838.13711196861,21.685768145447426,21.685768145454087,21.685768145436324,21.68576814546075,21.68576814546297,21.685768145653928,21.685768177395204,21.685768145540685,21.685768146051387,21.68576816397927,100000000
3,-1490.057643917253,-1637.9792256684289,-1771.147870865517,-1773.9248728197153,-1777.562928586881,-651.5272392566551,-217.97462825549175,-46.6819793398554,17.002566495538662,21.606031977243756,-9862.678385705569,-9865.07735070341,-9867.23667928778,-9867.281704566027,-9867.340690416966,-9849.07090597341,-9842.029714042505,-9839.246745611574,-9838.21191815127,-9838.13711196861,21.685768145447426,21.685768145454087,21.685768145436324,21.68576814546075,21.68576814546297,21.685768145653928,21.685768177395204,21.685768145540685,21.685768146051387,21.68576816397927,100000000
4,-1490.057643917253,-1637.9792256684289,-1771.147870865517,-1773.9248728197153,-1777.562928586881,-651.5272392566551,-217.97462825549175,-46.6819793398554,17.002566495538662,21.606031977243756,-9862.678385705569,-9865.07735070341,-9867.23667928778,-9867.281704566027,-9867.340690416966,-9849.07090597341,-9842.029714042505,-9839.246745611574,-9838.21191815127,-9838.13711196861,21.685768145447426,21.685768145454087,21.685768145436324,21.68576814546075,21.68576814546297,21.685768145653928,21.685768177395204,21.685768145540685,21.685768146051387,21.68576816397927,100000000
5,-1490.057643917253,-1637.9792256684289,-1771.147870865517,-1773.9248728197153,-1777.562928586881,-651.5272392566551,-217.97462825549175,-46.6819793398554,17.002566495538662,21.606031977243756,-9862.678385705569,-9865.07735070341,-9867.23667928778,-9867.281704566027,-9867.340690416966,-9849.07090597341,-9842.029714042505,-9839.246745611574,-9838.21191815127,-9838.13711196861,21.685768145447426,21.685768145454087,21.685768145436324,21.68576814546075,21.68576814546297,21.685768145653928,21.685768177395204,21.685768145540685,21.685768146051387,21.68576816397927,100000000
6,-1490.057643917253,-1637.9792256684289,-1771.147870865517,-1773.9248728197153,-1777.562928586881,-651.5272392566551,-217.97462825549175,-46.6819793398554,17.002566495538662,21.606031977243756,-9862.678385705569,-9865.07735070341,-9867.23667928778,-9867.281704566027,-9867.340690416966,-9849.07090597341,-9842.029714042505,-9839.246745611574,-9838.21191815127,-9838.13711196861,21.685768145447426,21.685768145454087,21.685768145436324,21.68576814546075,21.68576814546297,21.685768145653928,21.685768177395204,21.685768145540685,21.685768146051387,21.68576816397927,100000000
7,-1490.057643917253,-1637.9792256684289,-1771.147870865517,-1773.9248728197153,-1777.562928586881,-651.5272392566551,-217.97462825549175,-46.6819793398554,17.002566495538662,21.606031977243756,-9862.678385705569,-9865.07735070341,-9867.23667928778,-9867.281704566027,-9867.340690416966,-9849.07090597341,-9842.029714042505,-9839.246745611574,-9838.21191815127,-9838.13711196861,21.685768145447426,21.685768145454087,21.685768145436324,21.68576814546075,21.68576814546297,21.685768145653928,21.685768177395204,21.685768145540685,21.685768146051387,21.68576816397927,100000000
8,-1490.057643917253,-1637.9792256684289,-1771.147870865517,-1773.9248728197153,-1777.562928586881,-651.5272392566551,-217.97462825549175,-46.6819793398554,17.002566495538662,21.606031977243756,-9862.678385705569,-9865.07735070341,-9867.23667928778,-9867.281704566027,-9867.340690416966,-9849.07090597341,-9842.029714042505,-9839.246745611574,-9838.21191815127,-9838.13711196861,21.685768145447426,21.685768145454087,21.685768145436324,21.68576814546075,21.68576814546297,21.685768145653928,21.685768177395204,21.685768145540685,21.685768146051387,21.68576816397927,100000000
9,-1490.057643917253,-1637.9792256684289,-1771.147870865517,-1773.9248728197153,-1777.562928586881,-651.5272392566551,-217.97462825549175,-46.6819793398554,17.002566495538662,21.606031977243756,-9862.678385705569,-9865.07735070341,-9867.23667928778,-9867.281704566027,-9867.340690416966,-9849.07090597341,-9842.029714042505,-9839.246745611574,-9838.21191815127,-9838.13711196861,21.685768145447426,21.685768145454087,21.685768145436324,21.68576814546075,21.68576814546297,21.685768145653928,21.685768177395204,21.685768145540685,21.685768146051387,21.68576816397927,100000000
